Unnamed: 0,PickedData1
线性刻度,线性刻度
0.145985771,3.952889385
0.145985771,2.080291731
0.304341502,5.06987746
0.462697233,6.088307763
0.621052964,6.449686258
0.779408696,6.581096619
0.937764427,6.61394921
1.096120158,6.778212162
1.254475889,6.876769933
1.412831621,6.909622524
1.571187352,6.909622524
1.729543083,6.6468018
1.887898814,6.383981077
2.046254545,6.022602582
2.204610277,5.365550774
2.362966008,4.872761917
2.521321739,4.34712047
2.67967747,3.920036795
2.838033202,3.52580571
2.996388933,3.131574625
3.154744664,2.77019613
3.313100395,2.408817635
3.471456126,2.113144321
3.629811858,1.751765827
3.788167589,1.488945103
3.852948778,0.352290853
3.852948778,0.352290853
3.852948778,
3.154744664,
3.313100395,
3.471456126,
3.629811858,
3.788167589,
3.852948778,
3.471456126,
3.629811858,
3.788167589,
3.852948778,
3.788167589,
3.852948778,
3.852948778,
3.471456126,
3.629811858,
3.788167589,
3.852948778,
3.471456126,
3.471456126,
3.629811858,
3.629811858,
3.788167589,
3.788167589,
3.94652332,
4.104879051,
4.263234783,
3.852948778,
3.788167589,
3.788167589,
3.788167589,
3.94652332,
3.94652332,
4.104879051,
4.104879051,
4.263234783,
4.263234783,
3.852948778,
3.852948778,
4.263234783,
3.852948778,
3.471456126,
3.629811858,
3.629811858,
3.629811858,
3.788167589,
3.788167589,
3.788167589,
3.94652332,
3.94652332,
4.104879051,
4.104879051,
4.263234783,
4.263234783,
3.852948778,
4.263234783,
4.263234783,
4.104879051,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
3.629811858,
3.629811858,
3.788167589,
3.788167589,
3.788167589,
3.788167589,
3.788167589,
3.94652332,
3.94652332,
3.94652332,
3.94652332,
4.104879051,
4.104879051,
4.104879051,
4.104879051,
4.263234783,
4.263234783,
4.263234783,
4.263234783,
