Unnamed: 0,PickedData1
线性刻度,线性刻度
0.030587291,0.174278627
0.164580602,3.593704892
0.298573913,6.872990737
0.432567224,8.947068963
0.566560535,9.703827235
0.700553846,9.451574478
0.834547157,8.498619617
0.968540468,7.685805177
1.102533779,7.09721541
1.23652709,6.228344801
1.370520401,5.667783119
1.504513712,5.247361857
1.638507023,4.911024847
1.772500334,4.518631669
1.906493645,3.98609807
2.040486957,3.593704892
2.174480268,3.257367883
2.308473579,2.921030873
2.44246689,2.668778116
2.576460201,2.36046919
2.710453512,2.02413218
2.844446823,1.799907507
2.978440134,1.603710918
3.112433445,1.267373909
3.246426756,0.903008815
3.380420067,0.622727973
3.514413378,-0.049946046
1.906493645,3.98609807
1.906493645,-0.049946046
2.040486957,3.593704892
2.040486957,-0.049946046
2.174480268,3.257367883
2.174480268,-0.049946046
2.308473579,2.921030873
2.308473579,-0.049946046
2.44246689,2.668778116
2.44246689,-0.049946046
2.576460201,2.36046919
2.576460201,-0.049946046
2.710453512,2.02413218
2.710453512,-0.049946046
2.844446823,1.799907507
2.844446823,-0.049946046
2.978440134,1.603710918
2.978440134,-0.049946046
3.112433445,1.267373909
3.112433445,-0.049946046
3.246426756,0.903008815
3.246426756,-0.049946046
3.380420067,0.622727973
3.380420067,-0.021917962
3.514413378,-0.049946046
3.514413378,
3.514413378,
3.380420067,
3.380420067,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.380420067,
3.380420067,
3.380420067,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
2.978440134,
2.978440134,
2.978440134,
2.978440134,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.246426756,
3.246426756,
3.246426756,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
2.978440134,
2.978440134,
2.978440134,
2.978440134,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.112433445,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.246426756,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.380420067,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
3.514413378,
